"id","name","rating"
443079,"Arvad the Cursed",3
443080,"Aryel, Knight of Windgrace",4.5
443081,"Darigaaz Reincarnated",4.5
443082,"Garna, the Bloodflame",3.5
443083,"Grand Warlord Radha",4
443084,"Hallar, the Firefletcher",3.5
443085,"Jhoira, Weatherlight Captain",3.5
443086,"Jodah, Archmage Eternal",1.5
443087,"Muldrotha, the Gravetide",4
443088,"Oath of Teferi",0.5
443089,"Primevals' Glorious Rebirth",0
443090,"Raff Capashen, Ship's Mage",3.5
443091,"Rona, Disciple of Gix",2
443092,"Shanna, Sisay's Legacy",3
443093,"Slimefoot, the Stowaway",3.5
443094,"Tatyova, Benthic Druid",4
443095,"Teferi, Hero of Dominaria",4
443096,"Tiana, Ship's Caretaker",3
443097,"Aesthir Glider",2
443098,"Amaranthine Wall",1
443099,"Blackblade Reforged",2
443100,"Bloodtallow Candle",1
443101,"Damping Sphere",0
443102,"Forebear's Blade",3
443103,"Gilded Lotus",1.5
443104,"Guardians of Koilos",1
443105,"Helm of the Host",4
443106,"Howling Golem",1
443107,"Icy Manipulator",4.5
443108,"Jhoira's Familiar",2
443109,"Jousting Lance",2
443110,"Juggernaut",3
443111,"Mishra's Self-Replicator",3.5
443112,"Mox Amber",1
443113,"Navigator's Compass",0
443114,"Pardic Wanderer",1
443115,"Powerstone Shard",1.5
443116,"Shield of the Realm",1
443117,"Short Sword",2
443118,"Skittering Surveyor",3
443119,"Sorcerer's Wand",1.5
443120,"Sparring Construct",1
443121,"Thran Temporal Gateway",0
443122,"Traxos, Scourge of Kroog",4
443123,"Urza's Tome",1.5
443124,"Voltaic Servant",1.5
443125,"Weatherlight",4
443126,"Cabal Stronghold",0
443127,"Clifftop Retreat",3
443128,"Hinterland Harbor",3
443129,"Isolated Chapel",3
443130,"Memorial to Folly",3
443131,"Memorial to Genius",3
443132,"Memorial to Glory",3
443133,"Memorial to Unity",3
443134,"Memorial to War",0
443135,"Sulfur Falls",3
443136,"Woodland Cemetery",3
443137,"Zhalfirin Void",2
445857,"Timber Gorge",3
451220,"Meandering River",3
