"id","name","rating"
900186,"Path to the World Tree",3
900187,"Ravenous Lindwurm",0
900188,"Realmwalker",3.5
900189,"Rootless Yew",2
900190,"Roots of Wisdom",1.5
900191,"Rune of Might",3
900192,"Sarulf's Packmate",0.5
900193,"Sculptor of Winter",1.5
900194,"Snakeskin Veil",1.5
900195,"Spirit of the Aldergard",2.5
900197,"Toski, Bearer of Secrets",3
900198,"Tyvar Kell",4
900199,"Vorinclex, Monstrous Raider",4
900200,"Aegar, the Freezing Flame",3
900201,"Arni Slays the Troll",3
900202,"Ascent of the Worthy",3
900203,"Battle for Bretagard",3.5
900204,"Battle of Frost and Fire",3
900205,"The Bears of Littjara",3.5
900206,"Binding the Old Gods",2.5
900207,"The Bloodsky Massacre",3.5
900208,"Fall of the Impostor",2.5
900209,"Firja, Judge of Valor",2
900210,"Firja's Retribution",3.5
900211,"Forging the Tyrite Sword",2.5
900212,"Harald, King of Skemfar",2.5
900213,"Harald Unites the Elves",3
900214,"Immersturm Predator",3
900215,"Invasion of the Giants",3
900216,"Kardur, Doomscourge",2.5
900217,"Kardur's Vicious Return",2.5
900218,"Kaya the Inexorable",4
900219,"""King Narfi's Betrayal""",3.5
900220,"Koll, the Forgemaster",3
900221,"Koma, Cosmos Serpent",4
900222,"Maja, Bretagard Protector",2
900223,"Moritte of the Frost",2
900224,"Narfi, Betrayer King",2
900225,"Niko Aris",4.5
900226,"Niko Defies Destiny",2.5
900227,"The Raven's Warning",3.5
900228,"Sarulf, Realm Eater",3.5
900229,"Showdown of the Skalds",3
900230,"Svella, Ice Shaper",2.5
900231,"""The First Snowman""",3
900232,"The Trickster-God's Heist",2.5
900233,"Vega, the Watcher",2.5
900234,"Waking the Trolls",3
900235,"Bloodline Pretender",3
900236,"Colossal Plow",3
900237,"Cosmos Elixir",3.5
900238,"Funeral Longboat",1.5
900239,"Goldvein Pick",1.5
900240,"Maskwood Nexus",3
900241,"Pyre of Heroes",3.5
900242,"Raiders' Karve",1
900243,"Raven Wings",1.5
900244,"Replicating Ring",2.5
900245,"Runed Crown",2.5
900246,"Scorn Effigy",1
900247,"Weathered Runestone",3
900248,"Alpine Meadow",2
900249,"Arctic Treeline",2
900250,"Axgard Armory",3
900251,"Barkchannel Pathway // Tidechannel Pathway",4
900252,"Blightstep Pathway // Searstep Pathway",4
900253,"Bretagard Stronghold",3
900254,"Darkbore Pathway // Slitherbore Pathway",4
900255,"Faceless Haven",4
900256,"Gates of Istfell",3
900257,"Glacial Floodplain",2
900258,"Gnottvold Slumbermound",3
900259,"Great Hall of Starnheim",3
900260,"Hengegate Pathway // Mistgate Pathway",3.5
900261,"Highland Forest",2
900262,"Ice Tunnel",2
900263,"Immersturm Skullcairn",3
900264,"Littjara Mirrorlake",3
900265,"Port of Karfell",3
900266,"Rimewood Falls",2
900267,"Shimmerdrift Vale",2
900268,"Skemfar Elderhall",3
900269,"Snowfield Sinkhole",2
900270,"Sulfurous Mire",2
900271,"Surtland Frostpyre",3
900272,"Tyrite Sanctum",3.5
