"id","name","rating"
1475505,"Phyrexian Obliterator",4
1475506,"Jor Kadeen, First Goldwarden",3.5
1475507,"Elesh Norn, Mother of Machines",4
1475508,"Slobad, Iron Goblin",2
1475509,"Koth, Fire of Resistance",4
1475510,"Blue Sun's Twilight",4
1477036,"Kaito, Dancing Shadow",4
1478239,"Nissa, Ascended Animist",4.5
1478240,"Vraska, Betrayal's Sting",4.5
1478241,"Lukka, Bound to Ruin",4
1478242,"Nahiri, the Unforgiving",3.5
1478243,"Kaya, Intangible Slayer",3.5
1478244,"The Eternal Wanderer",5
1478267,"Paladin of Predation",3
1478272,"Kemba, Kha Enduring",3
1478276,"Mondrak, Glory Dominus",4.5
1478278,"Skrelv, Defector Mite",3.5
1478281,"Skrelv's Hive",4
1478284,"White Sun's Twilight",4
1478285,"Blade of Shared Souls",3.5
1478288,"Jace, the Perfected Mind",4
1478292,"Geth, Thane of Contracts",3
1478294,"Black Sun's Twilight",3.5
1478295,"Urabrask's Forge",3.5
1478299,"Tyvar, Jubilant Brawler",3
1478300,"Melira, the Living Cure",3
1478303,"Glissa Sunslayer",4
1478304,"Ezuri, Stalker of Spheres",3.5
1478308,"Blackcleave Cliffs",1
1478309,"Copperline Gorge",1.5
1478311,"Darkslick Shores",0.5
1478313,"Razorverge Thicket",1
1478314,"Seachrome Coast",1
1478316,"The Seedcore",3
1478325,"Myr Convert",3
1478328,"Bloated Contaminator",4
1478380,"Vanish into Eternity",2.5
1478381,"Mesmerizing Dose",3.5
1478382,"Anoint with Affliction",3.5
1478383,"Hexgold Slash",3.5
1478384,"Carnivorous Canopy",1.5
1478385,"Minor Misstep",0
1478386,"Necrogen Rotpriest",3.5
1478387,"Mirran Safehouse",0
1478388,"Resistance Reunited",1
1478389,"Staff of Compleation",2
1478410,"Nimraiser Paladin",3
1478411,"Tyrranax Rex",4.5
1478426,"Ossification",3.5
1478427,"Norn's Wellspring",2.5
1478428,"Annex Sentry",3.5
1478435,"Mercurial Spelldancer",4
1478436,"Experimental Augury",1.5
