"id","name","rating"
485324,"Ugin, the Spirit Dragon",4.5
485325,"Alpine Watchdog",3
485326,"Angelic Ascension",3
485327,"Anointed Chorister",2.5
485328,"Aven Gagglemaster",3
485329,"Baneslayer Angel",4.5
485330,"Basri Ket",4
485331,"Basri's Acolyte",3.5
485332,"Basri's Lieutenant",4
485333,"Basri's Solidarity",3
485334,"Celestial Enforcer",2
485335,"Concordia Pegasus",3
485336,"Containment Priest",1.5
485337,"Daybreak Charger",2.5
485338,"Defiant Strike",1.5
485339,"Dub",2
485340,"Faith's Fetters",3.5
485341,"Falconer Adept",3
485342,"Feat of Resistance",3
485343,"Gale Swooper",3
485344,"Glorious Anthem",4
485345,"Griffin Aerie",3
485346,"Idol of Endurance",3
485347,"Legion's Judgment",2
485348,"Light of Promise",1
485349,"Makeshift Battalion",2
485350,"Mangara, the Diplomat",4
485351,"Nine Lives",1
485352,"Pack Leader",3.5
485353,"Rambunctious Mutt",1
485354,"Revitalize",1
485355,"Runed Halo",1
485356,"Sanctum of Tranquil Light",1
485357,"Seasoned Hallowblade",3.5
485358,"Secure the Scene",2
485359,"Selfless Savior",3
485360,"Siege Striker",3
485361,"Speaker of the Heavens",3
485362,"Staunch Shieldmate",1
485363,"Swift Response",3
485364,"Tempered Veteran",3
485365,"Valorous Steed",2
485366,"Vryn Wingmare",2.5
485367,"Warded Battlements",1.5
485368,"Barrin, Tolarian Archmage",3.5
485369,"Cancel",1
485370,"Capture Sphere",3.5
485371,"Discontinuity",1.5
485372,"Enthralling Hold",3.5
485373,"Frantic Inventory",2.5
485374,"Frost Breath",1.5
485375,"Ghostly Pilferer",3
485376,"Jeskai Elder",3
485377,"Keen Glidemaster",2.5
485378,"Library Larcenist",2.5
485379,"Lofty Denial",1.5
485380,"Miscast",1
485381,"Mistral Singer",3
485382,"Opt",2.5
485383,"Pursued Whale",3.5
485384,"Rain of Revelation",3
485385,"Read the Tides",1.5
485386,"Rewind",1.5
485387,"Riddleform",3
485388,"Roaming Ghostlight",3.5
485389,"Rookie Mistake",0
485390,"Rousing Read",3
485391,"Sanctum of Calm Waters",2
485392,"See the Truth",1.5
485393,"Shacklegeist",3
485394,"Shipwreck Dowser",3.5
485395,"Spined Megalodon",2
485396,"Stormwing Entity",4
485397,"Sublime Epiphany",4
485398,"Teferi, Master of Time",4.5
485399,"Teferi's Ageless Insight",1.5
485400,"Teferi's Protege",1.5
485401,"Teferi's Tutelage",3.5
485402,"Tide Skimmer",3
485403,"Tolarian Kraken",3
485404,"Tome Anima",1
485405,"Unsubstantiate",2.5
485406,"Vodalian Arcanist",1.5
485407,"Waker of Waves",3.5
485408,"Wall of Runes",1
485409,"Wishcoin Crab",1
485410,"Alchemist's Gift",1.5
485411,"Archfiend's Vessel",2
485412,"Bad Deal",0.5
485413,"Blood Glutton",2
485414,"Caged Zombie",1.5
485415,"Carrion Grub",2
485416,"Crypt Lurker",2.5
485417,"Deathbloom Thallid",3
485418,"Demonic Embrace",4
485419,"Duress",0
485420,"Eliminate",3.5
485421,"Fetid Imp",2.5
485422,"Finishing Blow",3.5
485423,"Gloom Sower",1.5
485424,"Goremand",3
485425,"Grasp of Darkness",3.5
485426,"Grim Tutor",1.5
485427,"Hooded Blightfang",3.5
