"id","name","rating"
435152,"Adanto Vanguard",3.4
435153,"Ashes of the Abhorrent",0.7
435154,"Axis of Mortality",0.7
435155,"Bellowing Aegisaur",3.7
435156,"Bishop of Rebirth",3.1
435157,"Bishop's Soldier",1.7
435158,"Bright Reprisal",1.2
435159,"Demystify",0.2
435160,"Duskborne Skymarcher",
435161,"Emissary of Sunrise",2.9
435162,"Encampment Keeper",1.4
435163,"Glorifier of Dusk",3.9
435164,"Goring Ceratops",1.4
435165,"Imperial Aerosaur",3.6
435166,"Imperial Lancer",1.9
435167,"Inspiring Cleric",3.1
435168,"Ixalan's Binding",3.4
435169,"Kinjalli's Caller",0.9
435170,"Kinjalli's Sunwing",3.6
435171,"Legion Conquistador",1.6
435172,"Legion's Judgment",2.9
435173,"Legion's Landing // Adanto, the First Fort",2.5
435175,"Looming Altisaur",1.2
435176,"Mavren Fein, Dusk Apostle",3.4
435177,"Paladin of the Bloodstained",3.6
435178,"Pious Interdiction",3.9
435179,"Priest of the Wakening Sun",0.2
435180,"Pterodon Knight",1.7
435181,"Queen's Commission",1.9
435182,"Rallying Roar",2.1
435183,"Raptor Companion",1.2
435184,"Ritual of Rejuvenation",0.2
435185,"Sanguine Sacrament",0.2
435186,"Settle the Wreckage",2.7
435187,"Sheltering Light",3
435188,"Shining Aerosaur",2.6
435189,"Skyblade of the Legion",1.1
435190,"Slash of Talons",1.4
435191,"Steadfast Armasaur",2.7
435192,"Sunrise Seeker",1.7
435193,"Territorial Hammerskull",3.4
435194,"Tocatli Honor Guard",0.7
435195,"Vampire's Zeal",2.6
435196,"Wakening Sun's Avatar",3.2
435197,"Air Elemental",3.2
435198,"Arcane Adaptation",1
435199,"Cancel",1.4
435200,"Chart a Course",2.9
435201,"Daring Saboteur",2.7
435202,"Deadeye Quartermaster",1.6
435203,"Deeproot Waters",0.9
435204,"Depths of Desire",1.7
435205,"Dive Down",1.4
435206,"Dreamcaller Siren",3.2
435207,"Entrancing Melody",4.1
435208,"Favorable Winds",1.4
435209,"Fleet Swallower",1.3
435210,"Headwater Sentries",1.7
435211,"Herald of Secret Streams",0.7
435212,"Jace, Cunning Castaway",3.9
435213,"Kopala, Warden of Waves",1.1
435214,"Lookout's Dispersal",1.7
435215,"Navigator's Ruin",0
435216,"One With the Wind",1.6
435217,"Opt",3.6
435218,"Overflowing Insight",0.7
435219,"Perilous Voyage",2.2
435220,"Pirate's Prize",2.8
435221,"Prosperous Pirates",2.2
435222,"River Sneak",1.4
435223,"River's Rebuke",3.7
435224,"Run Aground",3.4
435225,"Sailor of Means",2.6
435226,"Search for Azcanta // Azcanta, the Sunken Ruin",2.7
435228,"Shaper Apprentice",1.5
435229,"Shipwreck Looter",1.9
435230,"Shore Keeper",0.5
435231,"Siren Lookout",3.4
435232,"Siren Stormtamer",3.2
435233,"Siren's Ruse",1.4
435234,"Spell Pierce",0.9
435235,"Spell Swindle",1.9
435236,"Storm Fleet Aerialist",3.2
435237,"Storm Fleet Spy",3.5
435238,"Storm Sculptor",2.6
435239,"Tempest Caller",3.8
435240,"Watertrap Weaver",2.2
435241,"Wind Strider",1.7
435242,"Anointed Deacon",1.2
435243,"Arguel's Blood Fast // Temple of Aclazotz",0.5
435245,"Bishop of the Bloodstained",1.9
435246,"Blight Keeper",1.7
435247,"Bloodcrazed Paladin",3.6
435248,"Boneyard Parley",2.2
435249,"Contract Killing",3.3
435250,"Costly Plunder",0.7
435251,"Dark Nourishment",2.9
435252,"Deadeye Tormentor",1.2
435253,"Deadeye Tracker",3.2
435254,"Deathless Ancient",2.9
435255,"Desperate Castaways",1.7
435256,"Dire Fleet Hoarder",2.6
435257,"Dire Fleet Interloper",2.9
435258,"Dire Fleet Ravager",2.7
435259,"Duress",0
435260,"Fathom Fleet Captain",3.4
435261,"Fathom Fleet Cutthroat",2.7
435262,"Grim Captain's Call",0.2
435263,"Heartless Pillage",3.3
435264,"Kitesail Freebooter",2.7
435265,"Lurking Chupacabra",2.4
435266,"March of the Drowned",2.3
435267,"Mark of the Vampire",2.2
435268,"Queen's Agent",1.2
435269,"Queen's Bay Soldier",1.6
435270,"Raiders' Wake",0.7
435271,"Revel in Riches",0.7
435272,"Ruin Raider",3.5
435273,"Ruthless Knave",2.7
435274,"Sanctum Seeker",4.8
435275,"Seekers' Squire",4
435276,"Skittering Heartstopper",2.1
435277,"Skulduggery",2.2
435278,"Skymarch Bloodletter",3.8
435279,"Spreading Rot",1.3
435280,"Sword-Point Diplomacy",0.2
435281,"Vanquish the Weak",3.5
