"id","name","rating"
489873,"Hanna, Ship's Navigator",3.5
489874,"Hidden Stockpile",3
489875,"Izzet Charm",3
489876,"Jhoira, Weatherlight Captain",4
489877,"Kaalia of the Vast",1.5
489878,"Karrthus, Tyrant of Jund",3.5
489879,"Maelstrom Nexus",0.5
489880,"Maelstrom Pulse",4
489881,"Manamorphose",2
489882,"Mazirek, Kraul Death Priest",3
489883,"Meddling Mage",2.5
489884,"Merciless Eviction",4.5
489885,"Progenitor Mimic",3.5
489886,"Rhys the Redeemed",3.5
489887,"Riku of Two Reflections",3
489888,"Savageborn Hydra",3.5
489889,"The Scarab God",4
489890,"Selesnya Guildmage",3
489891,"Sen Triplets",3.5
489892,"Sharuum the Hegemon",3.5
489893,"Sphinx Summoner",3.5
489894,"Swiftblade Vindicator",3.5
489895,"Thopter Foundry",2.5
489896,"Time Sieve",1
489898,"Vexing Shusher",2.5
489899,"Vish Kal, Blood Arbiter",3
489900,"Voice of Resurgence",3.5
489901,"Weapons Trainer",2.5
489902,"Yavimaya's Embrace",2
489903,"Accomplished Automaton",0
489904,"Adaptive Automaton",2
489905,"Basalt Monolith",2.5
489906,"Basilisk Collar",3.5
489907,"Batterskull",4.5
489908,"Blightsteel Colossus",2
489909,"Bosh, Iron Golem",1.5
489910,"Cathodion",1.5
489911,"Chief of the Foundry",3
489912,"Chromatic Star",2.5
489913,"Chrome Mox",3.5
489914,"Clone Shell",2
489915,"Cogwork Assembler",3
489916,"Conjurer's Closet",3
489917,"Coretapper",1.5
489918,"Cranial Plating",3.5
489919,"Culling Dais",1
489920,"Darksteel Axe",2
489921,"Darksteel Forge",2
489922,"Duplicant",3.5
489923,"Eager Construct",1
489924,"Endless Atlas",3
489925,"Engineered Explosives",2.5
489926,"Ensnaring Bridge",1
489927,"Everflowing Chalice",3
489928,"Expedition Map",1.5
489929,"Flayer Husk",2
489930,"Gleaming Barrier",0.5
489931,"Golem Artisan",2
489932,"Golem-Skin Gauntlets",0.5
489933,"Hammer of Nazahn",4
489934,"Ichor Wellspring",2
489935,"Iron Bully",1
489936,"Iron League Steed",1.5
489937,"Isochron Scepter",3.5
489938,"Jhoira's Familiar",3
489939,"Kuldotha Forgemaster",2.5
489940,"Lightning Greaves",3
489941,"Lux Cannon",3
489942,"Magnifying Glass",1.5
489943,"Mana Crypt",4
489944,"Masterwork of Ingenuity",1.5
489945,"Mesmeric Orb",0.5
489946,"Metalspinner's Puzzleknot",1.5
489947,"Mishra's Bauble",3
489948,"Mox Opal",3
489949,"Myr Battlesphere",3.5
489950,"Myr Retriever",3
489951,"O-Naginata",1.5
489952,"Oblivion Stone",4
489953,"Peace Strider",1
489954,"Pentad Prism",1.5
489955,"Phyrexian Revoker",2.5
489956,"Pyrite Spellbomb",3
489957,"Ratchet Bomb",3
489958,"Sandstone Oracle",1.5
489959,"Sculpting Steel",3
489960,"Sickleslicer",2
489961,"Skinwing",1
489962,"Spellskite",3.5
489963,"Sphinx of the Guildpact",2
489964,"Springleaf Drum",2
489965,"Sundering Titan",2
489966,"Sunforger",3.5
489967,"Surge Node",0.5
489968,"Sword of Body and Mind",4.5
489969,"Sword of Feast and Famine",4
489970,"Sword of Fire and Ice",4.5
489971,"Sword of Light and Shadow",4
489972,"Sword of the Meek",3.5
489973,"Sword of War and Peace",4
489974,"Throne of Geth",1
489975,"Treasure Keeper",3
489976,"Trinisphere",0
489977,"Tumble Magnet",1.5
489978,"Vulshok Gauntlets",0
489979,"Walking Ballista",3.5
489980,"Welding Jar",1
489981,"Wurmcoil Engine",4.5
489982,"Academy Ruins",3
489983,"Ash Barrens",2.5
489984,"Blinkmoth Nexus",3
489985,"Buried Ruin",2
489986,"Cascade Bluffs",1.5
489987,"Dark Depths",1.5
489988,"Darksteel Citadel",0.5
489989,"Fetid Heath",2
489990,"Fire-Lit Thicket",1.5
489991,"Flooded Grove",2
489992,"Glimmervoid",1.5
489993,"Graven Cairns",2
489994,"High Market",1
489995,"Maze of Ith",3.5
489996,"Mishra's Factory",3
489997,"Mystic Gate",2.5
489998,"Rugged Prairie",2
489999,"Sunken Ruins",2
490000,"Thespian's Stage",0.5
490001,"Twilight Mire",1.5
490002,"Urza's Mine",1
490003,"Urza's Power Plant",1
490004,"Urza's Tower",1
490005,"Wooded Bastion",1.5
